FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2
3277.0,15182.0,767.0,3216.0,1289,1726,1535,2227,3947.0,5781.0,790.0,1260.0,17.2,0,-102774.24725557114,6951.44372431659
19250.0,38152.0,3706.0,7685.0,204,182,313,136,34918.0,40947.0,12744.0,25574.0,17.3,0,-67929.13584263885,-10751.051795959367
3018.0,11311.0,1283.0,5011.0,2543,3777,2680,3885,6107.0,8437.0,1140.0,1839.0,17.3,0,-100980.29953032412,6038.568188991594
1018.0,5008.0,430.0,2915.0,744,2104,864,2769,2290.0,7143.0,1609.0,2736.0,17.3,0,-104196.55806253797,6830.759128421275
7121.0,21107.0,1501.0,5174.0,3805,4881,5082,6618,13241.0,16802.0,1301.0,4347.0,17.4,0,-94582.76346395542,2778.604062522973
2750.0,11511.0,1289.0,2964.0,1783,2434,2496,3167,5774.0,7874.0,795.0,1219.0,17.4,0,-101509.33603597092,6346.302845106829
5233.0,10830.0,671.0,1937.0,1333,1607,2050,2554,5534.0,6633.0,1549.0,1539.0,17.4,0,-100823.70211438624,6063.742907110612
12453.0,29332.0,6207.0,16964.0,2869,3510,3709,4794,10403.0,13704.0,1530.0,3453.0,17.4,0,-92099.8402585476,8671.126904320341
29631.0,55203.0,14242.0,25273.0,339,253,289,113,27090.0,26317.0,20780.0,22748.0,17.4,0,-60759.31274247545,783.0503649267439
2218.0,10776.0,1023.0,3877.0,3252,4773,3958,5786,10309.0,14673.0,0.0,2104.0,17.4,0,-99166.39566875482,3876.247145830152
13741.0,32260.0,10318.0,19682.0,306,205,160,103,23507.0,27440.0,16829.0,19375.0,17.4,0,-72501.19819397725,-1051.649788513727
14206.0,13204.0,3220.0,3522.0,2385,2496,3100,3827,10081.0,13472.0,4258.0,4451.0,17.4,0,-92070.79952784648,5807.592236524173
15909.0,16960.0,2197.0,3241.0,2630,3219,4962,5501,13552.0,16249.0,3879.0,5761.0,17.4,0,-89849.40897387345,3430.1237973617235
425.0,1976.0,3.0,1961.0,771,2541,1144,3481,3484.0,10262.0,45.0,349.0,17.5,0,-104859.70211883278,6523.388640856905
15755.0,27094.0,39702.0,69663.0,1911,2136,2553,3079,6582.0,8031.0,1045.0,2800.0,17.5,0,-75494.07302893499,37462.00408059938
22205.0,33764.0,3920.0,7722.0,294,247,152,80,30754.0,35920.0,19425.0,28428.0,17.5,0,-66270.02709731867,-10361.90497627922
18154.0,39538.0,1467.0,4248.0,297,201,130,99,23834.0,27222.0,21496.0,23576.0,17.5,0,-73118.29634677482,-9385.671536564803
54929.0,92005.0,23775.0,41314.0,3744,4895,5522,6725,15867.0,18580.0,3452.0,5140.0,17.5,0,-64114.116502994526,24631.012859389302
1910.0,11553.0,130.0,1442.0,1597,3389,2234,4591,5348.0,11412.0,611.0,972.0,17.5,0,-102797.54915831774,5627.665701668512
9849.0,22687.0,484.0,4057.0,1146,1377,3763,4615,9840.0,12729.0,5281.0,5691.0,17.6,0,-94540.11411298768,2755.281924553494
32056.0,64806.0,6158.0,12969.0,508,283,0,0,50851.0,54771.0,39657.0,44841.0,17.7,-1,-38307.40018736843,-25598.583052776245
81683.0,128410.0,3978.0,5343.0,275,295,278,111,104039.0,108347.0,50427.0,48186.0,17.7,0,15390.13796689482,-51580.00208488777
12419.0,25093.0,2470.0,5545.0,1682,2062,4046,4819,10936.0,12412.0,3622.0,4343.0,17.7,0,-92808.00893727974,4739.412812478502
3295.0,9593.0,382.0,1488.0,3552,4949,3875,5149,8209.0,11239.0,1378.0,1908.0,17.7,0,-99938.11005438944,4209.417976540409
2075.0,8866.0,2231.0,6332.0,1516,1948,2080,2727,5898.0,7932.0,1205.0,1564.0,17.7,0,-100919.38118883649,6762.955555347668
13509.0,32699.0,2295.0,3019.0,3570,4557,6206,7620,17179.0,20963.0,4469.0,5063.0,17.8,0,-88135.64870214481,1196.1120439277447
268153.0,454426.0,172807.0,271596.0,638,690,156,156,200036.0,206925.0,122993.0,120950.0,17.9,0,269812.0700506147,26457.58075158736
2724.0,8494.0,284.0,1311.0,1908,2753,2467,3692,5733.0,8630.0,871.0,1341.0,17.9,0,-102041.66605096302,5543.78970670494
7496.0,15369.0,1663.0,3543.0,1577,1913,2234,2611,7270.0,8685.0,1197.0,2553.0,17.9,0,-98449.45588944203,6254.44150893718
1816.0,7540.0,796.0,1953.0,201,191,232,124,1062.0,4292.0,9883.0,15786.0,18.0,0,-99209.23649580668,3982.158700178735
37779.0,65217.0,2578.0,4315.0,632,288,220,119,48700.0,57685.0,37663.0,47545.0,18.0,0,-40206.23357525357,-26104.225125847217
18340.0,43843.0,4306.0,10066.0,3718,4216,5410,6770,17851.0,21721.0,4343.0,4680.0,18.0,0,-85139.20936000285,3159.165618110252
47190.0,72729.0,16271.0,28837.0,255,273,316,143,47941.0,53627.0,34982.0,41753.0,18.0,0,-32085.48198995806,-12313.261505941704
25317.0,45835.0,7784.0,16048.0,198,171,0,0,33330.0,34570.0,25215.0,29257.0,18.0,-1,-58964.51090976102,-10148.45009395752
41379.0,51138.0,3015.0,6245.0,168,143,0,19,32754.0,35023.0,30475.0,29866.0,18.1,0,-54370.71544839305,-12998.91389117372
1556.0,8860.0,473.0,2397.0,1105,1830,1359,2355,4389.0,7832.0,287.0,579.0,18.2,0,-103526.02024086929,6480.629808286845
8076.0,20636.0,1198.0,4237.0,3252,4122,4040,5098,9976.0,12288.0,463.0,1756.0,18.2,0,-97216.41467273832,4883.514091937788
11281.0,11254.0,1833.0,4332.0,4221,5331,5598,6732,13380.0,15440.0,3180.0,2238.0,18.2,0,-92455.44909523526,3181.4911025121464
33958.0,75073.0,5995.0,9296.0,444,203,7,126,36354.0,39666.0,26586.0,33153.0,18.2,0,-54076.33352528557,-12702.784752704529
25877.0,55043.0,5439.0,10132.0,174,101,204,91,31566.0,33082.0,19127.0,24926.0,18.2,0,-64342.2389779496,-8639.646126069929
73063.0,117037.0,143392.0,254499.0,5935,6636,8909,10509,23458.0,25765.0,8379.0,7626.0,18.3,0,14186.484880425123,114820.48839183904
3898.0,9907.0,1469.0,2443.0,1774,2054,2222,2374,5903.0,6362.0,1536.0,1967.0,18.4,0,-100537.5429759796,6273.591162801927
2695.0,11427.0,2099.0,5317.0,2030,2686,2695,3517,7623.0,10537.0,2003.0,2212.0,18.4,0,-99269.5619705798,5543.562940584823
6066.0,13098.0,2554.0,6918.0,3597,4546,4802,5702,12071.0,13049.0,1646.0,2690.0,18.5,0,-95182.66892778515,4125.938135306507
20281.0,16683.0,2245.0,3492.0,3421,3441,4527,5455,13171.0,14689.0,2090.0,3158.0,18.5,0,-89746.09467950939,5081.876599471193
11450.0,26633.0,2447.0,6414.0,4263,5309,6052,7237,15833.0,19246.0,2353.0,3128.0,18.5,0,-90737.16218303853,2576.646735903484
2746.0,12708.0,0.0,0.0,136,75,158,71,1167.0,6278.0,3983.0,6180.0,18.5,0,-103096.5236199361,6229.615774273671
69152.0,118494.0,3884.0,6976.0,185,130,0,11,87952.0,87857.0,19296.0,29350.0,18.5,0,-14661.350035798852,-33589.29919437084
3382.0,18022.0,1665.0,5536.0,992,1313,2064,2953,5394.0,7931.0,1173.0,3464.0,18.5,0,-100866.82490950404,6573.545660939154
25464.0,52308.0,3968.0,8497.0,399,218,102,143,39125.0,39835.0,27512.0,29001.0,18.5,0,-56403.21109951634,-16738.703718653385
552.0,3095.0,968.0,4465.0,1487,2417,1839,3073,4928.0,8247.0,253.0,881.0,18.5,0,-103215.42124826967,6430.996029430689
