FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster
3654.0,19161.0,813.0,3150.0,823.0,1301.0,1179,2036,3510.0,6384.0,846.0,1449.0,16.5,0
7737.0,17940.0,2008.0,4643.0,626.0,1107.0,1150,1978,3012.0,5343.0,2005.0,1975.0,16.6,0
8066.0,28998.0,1036.0,4981.0,2413.0,3514.0,4035,6119,11008.0,17541.0,895.0,4007.0,16.6,0
31244.0,91303.0,11457.0,23658.0,1492.0,2090.0,3642,5014,10344.0,14420.0,2418.0,3510.0,16.6,0
14778.0,28530.0,1393.0,4342.0,2938.0,4015.0,4183,5629,11680.0,16131.0,4215.0,4333.0,16.7,0
5253.0,26872.0,223.0,3018.0,1662.0,2294.0,2117,3187,5355.0,7755.0,1807.0,2437.0,16.8,0
39080.0,100321.0,6718.0,15186.0,351.0,194.0,0,8,22435.0,32815.0,16937.0,25909.0,16.8,0
36027.0,75861.0,11387.0,24261.0,566.0,259.0,225,138,31594.0,42236.0,32541.0,34879.0,16.8,0
38868.0,81976.0,9286.0,18620.0,979.0,900.0,174,259,41186.0,50741.0,39528.0,43539.0,16.8,0
6558.0,16683.0,295.0,1244.0,1785.0,2172.0,2271,3121,6045.0,8538.0,530.0,1511.0,16.8,0
3044.0,10580.0,453.0,1231.0,1706.0,2206.0,1659,2285,4179.0,5174.0,703.0,2368.0,16.8,0
29833.0,59167.0,4528.0,9846.0,369.0,262.0,280,135,29595.0,37628.0,32515.0,32836.0,16.9,0
3656.0,14172.0,693.0,1937.0,1707.0,2354.0,1674,2349,4104.0,5519.0,1214.0,1592.0,16.9,0
9612.0,12253.0,2116.0,3928.0,1562.0,2318.0,1917,2671,5397.0,7304.0,1007.0,2004.0,17.0,0
8326.0,25283.0,1345.0,4006.0,918.0,1170.0,2642,3633,6212.0,8465.0,1593.0,3594.0,17.2,0
3518.0,13389.0,1483.0,3950.0,1475.0,1906.0,1780,2466,4490.0,6292.0,1007.0,1166.0,17.2,0
38441.0,69492.0,6279.0,10382.0,1173.0,1186.0,323,173,31357.0,37976.0,20716.0,34120.0,17.2,0
3440.0,7102.0,278.0,2292.0,2247.0,3078.0,2869,3938,7122.0,9283.0,1503.0,2259.0,17.3,0
7312.0,14226.0,914.0,1830.0,2606.0,3674.0,3277,4572,10029.0,13855.0,2287.0,3394.0,17.3,0
7922.0,26660.0,1229.0,5354.0,1736.0,2469.0,2587,3225,8542.0,11673.0,3659.0,3597.0,17.3,0
1962.0,6371.0,448.0,3680.0,749.0,1001.0,1420,1927,4613.0,6613.0,544.0,2214.0,17.3,0
10903.0,30522.0,3064.0,7765.0,3487.0,4873.0,4599,6617,15228.0,21893.0,983.0,2596.0,17.3,0
5153.0,9114.0,973.0,1918.0,1179.0,1750.0,1318,2900,3615.0,7430.0,1257.0,1047.0,17.4,0
25896.0,51977.0,2502.0,4236.0,339.0,498.0,14,69,27716.0,36406.0,20038.0,29349.0,17.4,0
211228.0,382645.0,13547.0,22985.0,1108.0,1052.0,228,172,153819.0,189990.0,115071.0,115435.0,17.5,0
3400.0,10207.0,578.0,2162.0,426.0,729.0,616,1573,2340.0,4904.0,1798.0,2571.0,17.5,0
1819.0,9564.0,422.0,1983.0,231.0,484.0,466,1410,1293.0,4279.0,367.0,582.0,17.5,0
5638.0,24263.0,1580.0,5316.0,1128.0,1621.0,1965,2794,6323.0,9271.0,1404.0,3077.0,17.6,0
74146.0,174045.0,8340.0,17681.0,399.0,340.0,267,220,49926.0,64633.0,33036.0,56232.0,17.6,0
10539.0,17089.0,248.0,2873.0,1860.0,2346.0,2086,2689,5613.0,7134.0,0.0,1047.0,17.6,0
8545.0,22908.0,1853.0,4357.0,491.0,400.0,327,158,14570.0,19675.0,12536.0,19364.0,17.7,0
3504.0,14295.0,629.0,2790.0,2889.0,4001.0,3608,5446,9474.0,14094.0,1105.0,2924.0,17.7,0
1529.0,9877.0,633.0,2765.0,1025.0,2810.0,1397,4070,3963.0,11259.0,1211.0,2981.0,17.7,0
2997.0,10352.0,310.0,1057.0,728.0,2605.0,1100,3883,3250.0,11106.0,0.0,248.0,17.7,0
25651.0,57278.0,3872.0,10029.0,536.0,358.0,203,132,28922.0,36710.0,16991.0,26670.0,17.7,0
5033.0,23621.0,878.0,2909.0,1795.0,2501.0,2610,3794,8005.0,11638.0,772.0,1176.0,17.8,0
3551.0,19800.0,372.0,2186.0,958.0,2024.0,1381,3278,3765.0,8866.0,699.0,1961.0,17.8,0
12470.0,39948.0,508.0,2629.0,3551.0,4991.0,4360,6117,13487.0,17667.0,1299.0,1938.0,17.8,0
8210.0,13524.0,0.0,1568.0,4746.0,6102.0,5162,6711,12111.0,15161.0,3127.0,3086.0,17.9,0
49864.0,117289.0,1179.0,3324.0,381.0,236.0,0,11,50678.0,65569.0,41063.0,60474.0,17.9,0
1750.0,9025.0,1144.0,5102.0,843.0,1215.0,917,1502,2701.0,4238.0,453.0,524.0,17.9,0
5164.0,13441.0,1253.0,2892.0,3650.0,5113.0,4135,5973,10872.0,15367.0,1883.0,2742.0,18.0,0
1725.0,10222.0,641.0,2872.0,1131.0,4053.0,1255,4339,2839.0,10077.0,79.0,41.0,18.0,0
31044.0,62391.0,14923.0,31600.0,296.0,188.0,421,189,36528.0,44529.0,39216.0,39307.0,18.0,0
18302.0,50045.0,3548.0,7734.0,418.0,350.0,212,76,19193.0,25087.0,11771.0,22070.0,18.0,0
9459.0,21503.0,7247.0,17351.0,2121.0,2526.0,2941,3803,8589.0,10827.0,2097.0,2979.0,18.0,0
6346.0,16632.0,1356.0,3110.0,1348.0,1677.0,1631,2268,5589.0,7697.0,430.0,965.0,18.0,0
878.0,4653.0,1762.0,6934.0,874.0,1333.0,1437,2313,3794.0,6287.0,691.0,1720.0,18.0,0
6776.0,17548.0,830.0,2191.0,601.0,554.0,1318,1478,3811.0,4599.0,459.0,2033.0,18.1,0
19350.0,36740.0,4251.0,5994.0,3262.0,3874.0,4258,5460,13867.0,17180.0,3641.0,4420.0,18.3,0
64522.0,143428.0,4876.0,10972.0,11620.0,14866.0,20970,26887,34447.0,40282.0,17157.0,17159.0,18.3,0
8802.0,12411.0,2034.0,4817.0,1435.0,1747.0,1422,1726,3933.0,5492.0,410.0,1097.0,18.3,0
8078.0,18929.0,1459.0,3961.0,1743.0,2437.0,2480,3242,7335.0,8454.0,1336.0,2255.0,18.3,0
13059.0,27804.0,3632.0,6349.0,3306.0,3585.0,4164,5267,12930.0,17436.0,1394.0,4055.0,18.4,0
6866.0,13903.0,2078.0,3684.0,1247.0,1462.0,1467,1869,3688.0,5196.0,0.0,1402.0,18.5,0
15480.0,24568.0,2164.0,3041.0,2204.0,2894.0,4221,5152,12214.0,14632.0,2871.0,3563.0,18.5,0
36615.0,65998.0,2646.0,4755.0,242.0,196.0,534,249,30354.0,35632.0,33584.0,33667.0,18.5,0
14808.0,26152.0,2755.0,5217.0,1248.0,1445.0,2781,3596,7862.0,10344.0,3575.0,4255.0,18.6,0
95424.0,187450.0,9205.0,17524.0,547.0,460.0,177,123,43007.0,53242.0,38553.0,48018.0,18.7,0
968.0,4576.0,803.0,3458.0,1721.0,3098.0,1627,2745,4763.0,8500.0,1286.0,2098.0,18.7,0
8889.0,14389.0,4171.0,8221.0,1936.0,2574.0,3310,4237,10175.0,12218.0,2374.0,4686.0,18.7,0
28007.0,59343.0,15370.0,28366.0,2238.0,2742.0,4404,5346,10090.0,13513.0,3808.0,4745.0,18.7,0
50562.0,74994.0,6282.0,11773.0,477.0,467.0,0,16,54532.0,67266.0,39949.0,54469.0,18.7,0
13529.0,37028.0,3300.0,7025.0,198.0,141.0,17,43,19757.0,22819.0,15632.0,18145.0,18.8,0
8520.0,31866.0,1639.0,4350.0,1845.0,2339.0,2383,2841,9291.0,10203.0,1535.0,3147.0,18.8,0
20273.0,37613.0,1234.0,3215.0,3274.0,4260.0,5149,6307,13972.0,16558.0,4483.0,4879.0,18.9,0
3144.0,9758.0,1429.0,3587.0,1993.0,2620.0,2395,3155,6363.0,8407.0,0.0,1171.0,18.9,0
18520.0,33340.0,3177.0,6197.0,317.0,261.0,380,173,13521.0,16466.0,5092.0,12854.0,18.9,0
1184.0,4323.0,1033.0,4153.0,1359.0,2367.0,1906,3203,5048.0,8475.0,915.0,2058.0,18.9,0
3471.0,13401.0,1440.0,5103.0,3648.0,5087.0,4268,6149,9893.0,14651.0,621.0,949.0,18.9,0
681.0,4581.0,623.0,2920.0,2139.0,4504.0,3687,8201,7024.0,15147.0,795.0,4247.0,19.0,0
21840.0,51253.0,8572.0,15407.0,345.0,186.0,137,99,22753.0,27436.0,21435.0,23542.0,19.0,0
69637.0,133822.0,19721.0,34584.0,538.0,492.0,272,127,72540.0,83920.0,79722.0,78101.0,19.1,0
1108.0,4315.0,933.0,2777.0,1274.0,2133.0,1390,2286,3865.0,6530.0,854.0,1680.0,19.2,0
5307.0,23794.0,1055.0,2453.0,2519.0,3991.0,2850,4618,8178.0,12655.0,904.0,2597.0,19.3,0
48699.0,100860.0,19553.0,38172.0,435.0,270.0,125,69,48629.0,58078.0,33159.0,52414.0,19.4,0
6683.0,11856.0,2645.0,5275.0,2491.0,2893.0,3013,3570,8197.0,8963.0,1845.0,1807.0,19.4,0
5728.0,13495.0,1483.0,5669.0,994.0,1419.0,1286,2522,4160.0,7334.0,966.0,1246.0,19.4,0
8727.0,17367.0,1079.0,4072.0,2117.0,2561.0,2793,3465,6635.0,7444.0,167.0,989.0,19.5,0
7963.0,13110.0,731.0,3784.0,2181.0,3255.0,3023,3958,7924.0,9865.0,726.0,1995.0,19.5,0
3178.0,9853.0,0.0,1287.0,171.0,109.0,228,141,4206.0,6379.0,5022.0,6060.0,19.6,0
1740.0,6883.0,1287.0,3841.0,215.0,124.0,178,102,37505.0,50468.0,7776.0,11480.0,19.6,0
3252.0,10416.0,1584.0,3839.0,170.0,54.0,122,69,22069.0,34200.0,9576.0,8213.0,19.6,0
3873.0,17375.0,930.0,6412.0,275.0,287.0,160,105,19619.0,68025.0,254475.0,513973.0,19.6,0
884997.0,852001.0,300403.0,421778.0,7852.0,5130.0,1820,957,4183200.0,2677290.0,1949620.0,1340340.0,19.6,0
13614.0,25808.0,446.0,3066.0,2914.0,3137.0,3333,3804,9078.0,10049.0,2207.0,1788.0,19.6,0
9730.0,18616.0,1840.0,3797.0,3035.0,4080.0,4009,5348,11292.0,15682.0,0.0,1825.0,19.7,0
1353.0,8210.0,2097.0,8667.0,62.0,0.0,105,83,21702.0,41869.0,6787.0,13794.0,19.7,0
2567370.0,1560000.0,3954490.0,4327930.0,12976.0,4026.0,2527,739,5308600.0,1797790.0,4321470.0,1367960.0,19.7,2
461.0,2808.0,357.0,1906.0,1006.0,1751.0,1513,2738,3602.0,6602.0,545.0,814.0,19.7,0
