FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,tSNE-1,tSNE-2
19385.0,33509.0,10294.0,18388.0,1157,1956,4359,4863,11140.0,13663.0,3096.0,4426.0,17.4,1,5.7061777,18.164297
9888.0,20682.0,1762.0,3491.0,2761,3338,4126,4936,11540.0,14038.0,3073.0,3998.0,17.4,1,-11.814929,49.810432
5893.0,14702.0,2013.0,5560.0,1674,1642,1959,2139,5426.0,6730.0,775.0,1294.0,17.4,1,-53.648453,-11.993403
11077.0,22583.0,3285.0,7187.0,2643,3191,3253,4104,10442.0,12072.0,2353.0,3341.0,17.5,1,-24.693369,27.761023
7681.0,18471.0,2118.0,4900.0,2240,2902,3727,4671,10522.0,13015.0,2284.0,4003.0,17.5,1,-20.556072,43.525974
5141.0,12922.0,655.0,2558.0,3745,4561,5126,6491,14467.0,18048.0,3403.0,4565.0,17.6,1,11.072945,75.73078
14730.0,35993.0,2176.0,5405.0,6482,8360,7745,9668,21356.0,25701.0,3852.0,6820.0,17.7,1,34.96343,38.37621
14384.0,15531.0,2707.0,3487.0,3509,4519,5306,6063,14130.0,16309.0,4572.0,3146.0,17.7,1,8.68199,74.64923
15593.0,37900.0,6438.0,13462.0,303,184,10,0,28509.0,33166.0,20000.0,28168.0,17.7,-1,0.7215974,-35.671196
6948.0,15447.0,2270.0,3698.0,6048,7222,7229,9265,19845.0,24332.0,0.0,2636.0,17.8,1,33.80481,42.974174
7063.0,12386.0,2681.0,4448.0,1745,1750,2323,2602,6287.0,7091.0,1731.0,2299.0,18.1,1,-46.039932,-6.8003354
1629.0,10747.0,853.0,3693.0,653,1885,591,2061,1784.0,5981.0,1471.0,2928.0,18.1,1,-76.96237,-9.131408
8454.0,18982.0,923.0,2004.0,3418,4591,4676,6607,10090.0,14435.0,2675.0,3805.0,18.2,1,11.132763,76.97527
35516.0,63652.0,2684.0,5061.0,112,178,38,99,37117.0,40561.0,26192.0,31677.0,18.4,4,21.881203,-43.983894
20080.0,37178.0,295.0,1849.0,3301,3868,5557,6463,17332.0,20745.0,2465.0,5899.0,18.5,1,11.595277,64.496475
35928.0,67645.0,14195.0,24183.0,130,126,119,38,28515.0,27059.0,19135.0,21206.0,18.8,4,16.313429,-29.064964
22115.0,25202.0,1292.0,2616.0,5049,5537,6932,7443,20754.0,20972.0,5815.0,3901.0,18.9,1,33.15005,58.245407
