FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,tSNE-1,tSNE-2
3277.0,15182.0,767.0,3216.0,1289,1726,1535,2227,3947.0,5781.0,790.0,1260.0,17.2,4,-60.322666,-19.897732
19250.0,38152.0,3706.0,7685.0,204,182,313,136,34918.0,40947.0,12744.0,25574.0,17.3,6,-3.0376902,-44.407032
3018.0,11311.0,1283.0,5011.0,2543,3777,2680,3885,6107.0,8437.0,1140.0,1839.0,17.3,4,-46.36986,26.240665
1018.0,5008.0,430.0,2915.0,744,2104,864,2769,2290.0,7143.0,1609.0,2736.0,17.3,4,-79.15617,-8.049805
7121.0,21107.0,1501.0,5174.0,3805,4881,5082,6618,13241.0,16802.0,1301.0,4347.0,17.4,4,17.19628,83.169975
2750.0,11511.0,1289.0,2964.0,1783,2434,2496,3167,5774.0,7874.0,795.0,1219.0,17.4,4,-38.434734,1.3624325
5233.0,10830.0,671.0,1937.0,1333,1607,2050,2554,5534.0,6633.0,1549.0,1539.0,17.4,4,-47.062244,-18.501087
12453.0,29332.0,6207.0,16964.0,2869,3510,3709,4794,10403.0,13704.0,1530.0,3453.0,17.4,4,-26.364962,48.736744
29631.0,55203.0,14242.0,25273.0,339,253,289,113,27090.0,26317.0,20780.0,22748.0,17.4,6,-0.11220357,-33.099636
2218.0,10776.0,1023.0,3877.0,3252,4773,3958,5786,10309.0,14673.0,0.0,2104.0,17.4,4,-18.419952,76.500084
13741.0,32260.0,10318.0,19682.0,306,205,160,103,23507.0,27440.0,16829.0,19375.0,17.4,6,-15.460419,-48.826126
14206.0,13204.0,3220.0,3522.0,2385,2496,3100,3827,10081.0,13472.0,4258.0,4451.0,17.4,4,-16.87551,8.813621
15909.0,16960.0,2197.0,3241.0,2630,3219,4962,5501,13552.0,16249.0,3879.0,5761.0,17.4,4,-0.7606852,56.689167
425.0,1976.0,3.0,1961.0,771,2541,1144,3481,3484.0,10262.0,45.0,349.0,17.5,4,-71.08999,10.442474
15755.0,27094.0,39702.0,69663.0,1911,2136,2553,3079,6582.0,8031.0,1045.0,2800.0,17.5,4,-33.771336,-4.98762
22205.0,33764.0,3920.0,7722.0,294,247,152,80,30754.0,35920.0,19425.0,28428.0,17.5,6,0.577149,-29.330917
18154.0,39538.0,1467.0,4248.0,297,201,130,99,23834.0,27222.0,21496.0,23576.0,17.5,6,-6.8581004,-40.104996
54929.0,92005.0,23775.0,41314.0,3744,4895,5522,6725,15867.0,18580.0,3452.0,5140.0,17.5,0,18.191761,35.840775
1910.0,11553.0,130.0,1442.0,1597,3389,2234,4591,5348.0,11412.0,611.0,972.0,17.5,4,-53.273174,27.927673
9849.0,22687.0,484.0,4057.0,1146,1377,3763,4615,9840.0,12729.0,5281.0,5691.0,17.6,0,4.7366366,3.3901668
32056.0,64806.0,6158.0,12969.0,508,283,0,0,50851.0,54771.0,39657.0,44841.0,17.7,-1,44.720547,-27.186651
81683.0,128410.0,3978.0,5343.0,275,295,278,111,104039.0,108347.0,50427.0,48186.0,17.7,10,67.827354,-10.880587
12419.0,25093.0,2470.0,5545.0,1682,2062,4046,4819,10936.0,12412.0,3622.0,4343.0,17.7,0,9.179557,6.7654243
3295.0,9593.0,382.0,1488.0,3552,4949,3875,5149,8209.0,11239.0,1378.0,1908.0,17.7,4,-26.495796,59.01224
2075.0,8866.0,2231.0,6332.0,1516,1948,2080,2727,5898.0,7932.0,1205.0,1564.0,17.7,4,-51.534412,-6.761752
13509.0,32699.0,2295.0,3019.0,3570,4557,6206,7620,17179.0,20963.0,4469.0,5063.0,17.8,4,27.980541,66.20006
268153.0,454426.0,172807.0,271596.0,638,690,156,156,200036.0,206925.0,122993.0,120950.0,17.9,14,68.06506,22.166716
2724.0,8494.0,284.0,1311.0,1908,2753,2467,3692,5733.0,8630.0,871.0,1341.0,17.9,4,-46.700596,15.020317
7496.0,15369.0,1663.0,3543.0,1577,1913,2234,2611,7270.0,8685.0,1197.0,2553.0,17.9,4,-47.224945,-14.236304
1816.0,7540.0,796.0,1953.0,201,191,232,124,1062.0,4292.0,9883.0,15786.0,18.0,3,-17.556185,-80.93812
37779.0,65217.0,2578.0,4315.0,632,288,220,119,48700.0,57685.0,37663.0,47545.0,18.0,6,46.944157,-35.226067
18340.0,43843.0,4306.0,10066.0,3718,4216,5410,6770,17851.0,21721.0,4343.0,4680.0,18.0,4,14.276715,69.780495
47190.0,72729.0,16271.0,28837.0,255,273,316,143,47941.0,53627.0,34982.0,41753.0,18.0,6,44.08441,-37.7147
25317.0,45835.0,7784.0,16048.0,198,171,0,0,33330.0,34570.0,25215.0,29257.0,18.0,-1,8.097005,-31.79544
41379.0,51138.0,3015.0,6245.0,168,143,0,19,32754.0,35023.0,30475.0,29866.0,18.1,6,12.856065,-32.53011
1556.0,8860.0,473.0,2397.0,1105,1830,1359,2355,4389.0,7832.0,287.0,579.0,18.2,4,-65.8863,-17.105822
8076.0,20636.0,1198.0,4237.0,3252,4122,4040,5098,9976.0,12288.0,463.0,1756.0,18.2,4,-25.397049,56.17764
11281.0,11254.0,1833.0,4332.0,4221,5331,5598,6732,13380.0,15440.0,3180.0,2238.0,18.2,4,19.734554,82.64484
33958.0,75073.0,5995.0,9296.0,444,203,7,126,36354.0,39666.0,26586.0,33153.0,18.2,6,32.296833,-29.677883
25877.0,55043.0,5439.0,10132.0,174,101,204,91,31566.0,33082.0,19127.0,24926.0,18.2,6,9.209232,-45.478123
73063.0,117037.0,143392.0,254499.0,5935,6636,8909,10509,23458.0,25765.0,8379.0,7626.0,18.3,0,30.328985,32.371952
3898.0,9907.0,1469.0,2443.0,1774,2054,2222,2374,5903.0,6362.0,1536.0,1967.0,18.4,4,-46.385174,-11.873382
2695.0,11427.0,2099.0,5317.0,2030,2686,2695,3517,7623.0,10537.0,2003.0,2212.0,18.4,4,-35.06308,11.951844
6066.0,13098.0,2554.0,6918.0,3597,4546,4802,5702,12071.0,13049.0,1646.0,2690.0,18.5,4,-7.836289,78.2984
20281.0,16683.0,2245.0,3492.0,3421,3441,4527,5455,13171.0,14689.0,2090.0,3158.0,18.5,4,-11.651997,68.47926
11450.0,26633.0,2447.0,6414.0,4263,5309,6052,7237,15833.0,19246.0,2353.0,3128.0,18.5,4,30.27737,67.63015
2746.0,12708.0,0.0,0.0,136,75,158,71,1167.0,6278.0,3983.0,6180.0,18.5,3,-25.040691,-76.64155
69152.0,118494.0,3884.0,6976.0,185,130,0,11,87952.0,87857.0,19296.0,29350.0,18.5,10,64.11005,-12.778521
3382.0,18022.0,1665.0,5536.0,992,1313,2064,2953,5394.0,7931.0,1173.0,3464.0,18.5,4,-54.939552,-13.923479
25464.0,52308.0,3968.0,8497.0,399,218,102,143,39125.0,39835.0,27512.0,29001.0,18.5,6,11.145298,-36.686134
552.0,3095.0,968.0,4465.0,1487,2417,1839,3073,4928.0,8247.0,253.0,881.0,18.5,4,-59.34339,1.0673954
49613.0,77652.0,8905.0,15168.0,9520,10689,13711,13777,39157.0,39514.0,14783.0,12276.0,18.5,4,37.43463,15.974845
7259.0,15803.0,2464.0,6183.0,1344,1886,1978,2816,6210.0,9143.0,1749.0,2655.0,18.6,4,-56.02112,-5.090745
15317.0,30769.0,2119.0,4392.0,3403,4014,4403,5009,14157.0,16655.0,3250.0,4181.0,18.6,4,-17.916134,58.163498
3480.0,17677.0,1737.0,4690.0,1417,1919,2484,3449,8063.0,11541.0,849.0,2040.0,18.6,4,-45.12771,5.35858
2232.0,9081.0,375.0,2147.0,125,136,184,88,1593.0,5015.0,8215.0,19882.0,18.7,3,-11.894621,-80.78642
15660.0,42306.0,8749.0,18090.0,336,301,238,180,30797.0,36176.0,12821.0,29364.0,18.7,6,6.2991033,-38.045906
18567.0,43899.0,4905.0,9423.0,503,342,220,173,26163.0,28586.0,21057.0,22845.0,18.7,6,-5.1357517,-30.352095
325441.0,525582.0,105583.0,179100.0,330,236,106,49,117871.0,117421.0,70017.0,74772.0,18.7,14,69.32928,23.332737
12455.0,11869.0,1850.0,3260.0,3038,3421,3750,3929,10554.0,10778.0,3025.0,2232.0,18.8,4,-22.405869,30.259064
11018.0,12848.0,1759.0,5812.0,2252,2846,3324,4484,8921.0,11896.0,2499.0,2126.0,18.8,7,-34.572433,31.322645
2541.0,11971.0,1205.0,3072.0,1335,1914,1720,2660,3885.0,5540.0,1296.0,1510.0,18.8,4,-61.558258,-10.642659
3375.0,15063.0,1151.0,3313.0,1718,2588,2509,3792,6984.0,10944.0,1527.0,3149.0,18.9,4,-43.49095,13.357734
6147.0,13772.0,738.0,3171.0,2340,2599,2885,3305,8390.0,9895.0,1860.0,2408.0,18.9,4,-27.435024,4.2228475
24727.0,45998.0,4952.0,8413.0,270,101,301,153,38626.0,39622.0,21155.0,25723.0,18.9,6,8.229689,-37.613792
22744.0,35438.0,3908.0,6220.0,80,80,257,173,21889.0,21617.0,11069.0,14867.0,19.0,6,-13.930141,-44.721634
58237.0,98441.0,32813.0,56645.0,222,259,338,187,60764.0,58666.0,55656.0,49566.0,19.0,6,60.454876,-30.256695
6486.0,8856.0,3033.0,5832.0,3406,3927,4352,4698,11452.0,11409.0,2643.0,2039.0,19.0,4,-17.78856,54.622143
13918.0,30621.0,813.0,4169.0,3391,3576,4561,5138,15935.0,18424.0,6002.0,4818.0,19.0,4,-10.706822,58.57752
24581.0,46717.0,9392.0,16482.0,352,242,383,175,29850.0,30627.0,20087.0,28333.0,19.0,6,6.709609,-39.417233
