FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,tSNE-1,tSNE-2
30641.0,54141.0,5159.0,10197.0,480,302,254,126,41681.0,51002.0,38784.0,41038.0,16.9,0,42.222626,4.766524
12430.0,19914.0,1484.0,3012.0,1146,1023,1552,1745,3618.0,4179.0,2628.0,3223.0,17.1,0,105.21828,34.669674
32352.0,59629.0,15788.0,30885.0,279,218,359,134,37181.0,44217.0,29245.0,36840.0,17.1,0,61.457993,34.112217
10975.0,18807.0,3791.0,9184.0,2959,3888,4226,5646,22693.0,26010.0,9497.0,10358.0,17.2,0,69.05288,20.36856
72195.0,144469.0,5755.0,10711.0,518,294,61,13,67420.0,72048.0,52190.0,61899.0,17.2,0,42.5368,4.136483
5745.0,17173.0,978.0,3784.0,3935,5537,5254,7222,14213.0,19154.0,439.0,2169.0,17.5,0,66.23905,19.63347
8117.0,21578.0,2339.0,5827.0,3102,3942,4295,5629,12596.0,16744.0,1594.0,4467.0,17.7,0,97.081604,29.122374
2283.0,7538.0,1453.0,4293.0,3735,4734,5107,6700,13669.0,17704.0,1635.0,2336.0,17.8,0,40.263016,-5.2289405
3013.0,9311.0,2236.0,5021.0,3518,4412,5718,7180,13046.0,15585.0,2812.0,3344.0,17.8,0,38.48099,0.6729865
239176.0,420841.0,50500.0,82522.0,565,405,336,159,116668.0,128034.0,79809.0,81224.0,17.8,0,49.409935,7.663815
25975.0,52575.0,7781.0,14738.0,315,239,68,49,29865.0,32981.0,27142.0,30366.0,17.8,0,98.32566,27.894537
7449.0,21544.0,1254.0,2952.0,1789,2103,2566,3627,8067.0,10711.0,2620.0,2227.0,17.9,0,66.8057,18.657047
10559.0,29094.0,2449.0,6196.0,269,287,172,49,17728.0,21591.0,5252.0,15350.0,17.9,0,97.34664,28.450884
2874.0,12142.0,372.0,1140.0,3502,4812,4076,5566,9939.0,13231.0,907.0,2234.0,18.0,0,103.8175,30.975496
3673.0,14089.0,1093.0,3858.0,3787,5417,4870,7364,13609.0,20067.0,2488.0,3502.0,18.2,0,97.37071,28.368656
398021.0,623547.0,83862.0,141597.0,1163,1027,8200,8467,207602.0,195564.0,174573.0,162834.0,18.3,0,81.801125,10.866142
6856.0,23795.0,2779.0,5906.0,1652,2091,4071,5354,9644.0,12908.0,2909.0,4706.0,18.3,0,73.79059,22.30301
3268.0,10979.0,568.0,2086.0,2344,2866,2977,3651,7453.0,9095.0,399.0,1796.0,18.4,0,56.7663,42.009003
5003.0,16942.0,1601.0,4198.0,2220,2934,3059,4071,9076.0,11698.0,1430.0,3707.0,18.5,0,64.92656,26.556284
6706.0,21736.0,1005.0,2849.0,1185,1292,2758,3316,6808.0,7896.0,2441.0,3922.0,18.5,0,103.16011,32.75149
83547.0,143367.0,12029.0,21851.0,127,300,313,122,77913.0,74523.0,29812.0,31205.0,18.5,0,64.88519,26.231256
8324.0,25884.0,1713.0,3036.0,3723,4698,4956,6106,12781.0,15981.0,538.0,3614.0,18.5,0,95.916725,25.720385
1707.0,4344.0,1148.0,3756.0,257,300,201,86,11880.0,16817.0,85987.0,119129.0,18.6,0,97.15682,29.147732
1399.0,8855.0,192.0,2071.0,109,0,105,0,4688.0,8168.0,41358.0,73608.0,18.6,-1,103.08881,33.112785
1809.0,9635.0,0.0,466.0,131,17,155,78,7347.0,10498.0,54008.0,81648.0,18.6,0,106.88069,36.987343
3676300.0,2859260.0,1924360.0,2234500.0,28495,18505,17507,15137,10138800.0,5227080.0,10842600.0,4422630.0,18.6,0,100.43826,25.665468
23711.0,36082.0,5609.0,9440.0,2305,2149,5044,5934,11022.0,13428.0,2668.0,7088.0,18.7,1,39.40145,-4.3214264
