FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,tSNE-1,tSNE-2
27638.0,60572.0,6653.0,13645.0,40,19,237.0,168.0,33332.0,45398.0,27595.0,34788.0,16.4,1,48.9549,18.242556
14002.0,27801.0,703.0,1534.0,614,306,114.0,58.0,19649.0,26080.0,16809.0,20520.0,16.4,1,50.0123,18.331394
8044.0,20091.0,4039.0,12187.0,1706,2352,2224.0,3197.0,5657.0,7529.0,1134.0,2784.0,16.5,1,82.58705,16.720707
2082.0,7783.0,1239.0,4040.0,1018,1651,1164.0,1952.0,3351.0,5945.0,570.0,1387.0,16.6,0,69.253944,31.903267
26624.0,74304.0,2727.0,7436.0,180,234,168.0,116.0,39897.0,53032.0,21391.0,34213.0,16.7,1,40.645264,-1.8094896
1906.0,8640.0,345.0,1849.0,1966,2986,2454.0,3733.0,6017.0,8845.0,1179.0,1143.0,16.7,0,58.252308,27.06753
3475.0,15584.0,3117.0,7939.0,2410,3118,3510.0,4977.0,8767.0,12499.0,752.0,1635.0,16.7,1,48.81632,-17.036871
11110.0,32280.0,2344.0,5173.0,4157,5873,5259.0,7394.0,12951.0,18244.0,1182.0,3655.0,16.7,1,89.554855,21.376587
12795.0,15902.0,2624.0,3800.0,1748,2210,1979.0,2754.0,5925.0,7868.0,1483.0,2361.0,16.7,1,49.685303,18.471622
24858.0,43297.0,9928.0,20464.0,379,149,289.0,175.0,29848.0,37933.0,30175.0,31213.0,16.7,1,51.903957,16.043774
33733.0,67426.0,2949.0,5053.0,314,246,0.0,0.0,38336.0,51502.0,19409.0,40921.0,16.8,-1,48.80581,-17.028702
8098.0,20743.0,1108.0,2987.0,2869,4142,4245.0,5967.0,10397.0,14963.0,2265.0,2738.0,16.9,1,41.217937,1.4042722
2609.0,13123.0,1592.0,5141.0,1366,2475,1802.0,3151.0,5880.0,10273.0,1239.0,2120.0,17.0,0,53.881668,23.151352
2111.0,12249.0,381.0,1482.0,503,1914,602.0,2296.0,1426.0,6650.0,440.0,1966.0,17.0,1,41.830902,-3.3180373
1976.0,9352.0,0.0,0.0,95,0,333.0,649.0,1389.0,3969.0,1547.0,5694.0,17.1,1,49.46646,9.1401615
5380.0,16225.0,18.0,1461.0,125,88,531.0,1304.0,2646.0,9853.0,6971.0,13367.0,17.1,1,57.262035,15.759225
585570.0,1115000.0,88440.0,183291.0,2954,3771,44166.0,58840.0,292954.0,376507.0,205855.0,256935.0,17.1,1,55.126785,15.232728
796.0,4028.0,125.0,1482.0,201,257,67.0,946.0,742.0,6051.0,345.0,3941.0,17.1,1,55.840977,15.377024
39524.0,71387.0,3429.0,6897.0,327,191,100.0,72.0,30965.0,38919.0,29325.0,29234.0,17.3,1,58.471703,16.144257
7466.0,28138.0,1247.0,2638.0,1830,3317,2581.0,4336.0,6199.0,10090.0,1632.0,1906.0,17.3,1,35.460114,4.287265
35009.0,79300.0,10912.0,24589.0,206,172,147.0,126.0,31056.0,42537.0,18217.0,30724.0,17.3,0,52.327015,22.94948
248337.0,491836.0,20188.0,36943.0,966,918,26.0,64.0,121549.0,153632.0,66091.0,94654.0,17.3,0,53.742157,23.121973
5948.0,12216.0,1017.0,3399.0,2144,2740,2915.0,4075.0,7981.0,11484.0,1474.0,3474.0,17.4,1,65.17369,23.083908
28140.0,69181.0,16068.0,34711.0,354,299,239.0,204.0,38786.0,51120.0,44834.0,43856.0,17.4,1,55.75204,15.259901
