FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,UMAP-1,UMAP-2
134753.0,261166.0,15227.0,29760.0,397.0,196.0,310.0,163.0,151244.0,180043.0,62706.0,73987.0,16.5,3,11.430807,-0.69246686
1109.0,7279.0,290.0,1430.0,179.0,85.0,149.0,26.0,1799.0,4043.0,664.0,1128.0,16.5,4,6.924075,16.33273
119470.0,259501.0,20653.0,43663.0,318.0,316.0,70.0,78.0,179761.0,223231.0,66998.0,95280.0,16.5,3,11.280224,-0.68307716
20998.0,44829.0,3477.0,9353.0,399.0,279.0,54.0,138.0,35117.0,43529.0,17575.0,38780.0,16.5,0,15.4695635,9.962719
7000.0,16142.0,1193.0,2419.0,1858.0,3081.0,2423.0,4148.0,5551.0,9770.0,1588.0,2133.0,16.7,2,-3.8100114,10.126837
4473.0,11198.0,420.0,1120.0,3110.0,4070.0,4223.0,5890.0,12284.0,15642.0,2216.0,3172.0,16.7,2,-4.10764,6.3148465
4924.0,11352.0,756.0,2644.0,1022.0,2853.0,853.0,3457.0,2583.0,7931.0,1112.0,1221.0,16.7,2,-4.0216684,12.215855
831.0,3850.0,358.0,1631.0,814.0,2573.0,942.0,3523.0,2052.0,7791.0,507.0,987.0,16.7,2,-3.805012,12.851051
23272.0,42296.0,5949.0,10405.0,0.0,180.0,55.0,130.0,24157.0,29583.0,22934.0,27753.0,16.7,0,14.312543,11.615592
620443.0,790710.0,602635.0,987160.0,1335.0,1270.0,447.0,352.0,84169.0,101574.0,62075.0,62710.0,16.8,3,10.436963,-3.8332021
19270.0,32697.0,3173.0,7513.0,4086.0,5635.0,4990.0,6424.0,15515.0,20092.0,2563.0,4032.0,16.9,1,-1.6879406,2.4204726
20208.0,42193.0,1352.0,5002.0,311.0,192.0,0.0,21.0,23235.0,28779.0,12908.0,25517.0,16.9,0,14.024716,11.749131
26674.0,53360.0,4564.0,8915.0,490.0,385.0,111.0,40.0,29233.0,35447.0,17160.0,35811.0,16.9,0,15.260561,9.948444
1535.0,7455.0,0.0,889.0,246.0,185.0,146.0,29.0,8444.0,13098.0,612.0,1138.0,16.9,4,7.8238444,16.026236
2002.0,8083.0,365.0,1223.0,177.0,75.0,143.0,104.0,2478.0,4265.0,772.0,1565.0,16.9,4,7.0100923,16.213415
667281.0,888496.0,68093.0,101300.0,28655.0,29571.0,3624.0,3308.0,954123.0,770758.0,407596.0,323923.0,16.9,3,10.783433,-5.3926177
13856.0,29198.0,3410.0,6493.0,198.0,192.0,40.0,62.0,27617.0,34099.0,26787.0,29634.0,16.9,0,13.923839,12.450553
25662.0,56757.0,12199.0,24636.0,559.0,417.0,213.0,157.0,43760.0,56153.0,26074.0,46282.0,17.0,0,15.610536,7.940996
14798.0,23887.0,2600.0,4814.0,2316.0,3313.0,3140.0,4571.0,7660.0,10545.0,1375.0,2591.0,17.0,2,-2.2531607,8.3284855
6905.0,16527.0,1946.0,6226.0,5007.0,6371.0,6339.0,8201.0,18847.0,24021.0,3245.0,5900.0,17.0,1,-2.3068068,1.0188626
646335.0,798317.0,693439.0,1017780.0,3813.0,3576.0,901.0,639.0,59894.0,66949.0,18706.0,15815.0,17.2,3,10.462396,-3.7934713
361991.0,631158.0,27785.0,50305.0,1217.0,2017.0,16629.0,20266.0,155648.0,183248.0,142615.0,134267.0,17.2,3,10.243374,-4.122808
15507.0,27497.0,2286.0,6624.0,4865.0,6295.0,7003.0,9150.0,17332.0,21657.0,3698.0,4709.0,17.2,1,-1.5682255,1.0293735
24426.0,46210.0,3992.0,7677.0,308.0,216.0,62.0,68.0,36337.0,42984.0,28500.0,35124.0,17.3,0,15.411177,9.990664
2910.0,7553.0,612.0,1882.0,785.0,773.0,1660.0,2150.0,4249.0,6057.0,629.0,1244.0,17.3,2,-1.2063556,13.933712
24168.0,46949.0,1778.0,4751.0,303.0,199.0,179.0,94.0,25910.0,32414.0,23369.0,30934.0,17.3,0,14.548845,11.236067
27743.0,63151.0,2799.0,5209.0,282.0,215.0,106.0,119.0,25018.0,30315.0,11312.0,26188.0,17.3,0,13.90642,9.773311
12369.0,19945.0,1134.0,3591.0,2409.0,4450.0,2960.0,5973.0,7906.0,15468.0,3093.0,3771.0,17.4,2,-4.8489857,7.06301
2023.0,13021.0,113.0,702.0,988.0,3473.0,1188.0,4512.0,3182.0,12023.0,571.0,1035.0,17.4,2,-4.7188077,10.319682
51200.0,113411.0,3287.0,6990.0,311.0,133.0,130.0,58.0,61079.0,68621.0,46691.0,54912.0,17.6,0,14.587069,4.9221625
10433.0,20655.0,896.0,3024.0,154.0,118.0,275.0,170.0,19850.0,24482.0,11342.0,19262.0,17.6,4,12.19485,13.617476
16124.0,27183.0,8701.0,16278.0,505.0,335.0,223.0,149.0,20536.0,24020.0,11411.0,21684.0,17.7,4,12.55203,13.297737
26169.0,42366.0,9739.0,17579.0,593.0,293.0,0.0,0.0,30592.0,36368.0,23883.0,30138.0,17.8,0,14.552297,11.424522
